,link,parsed_lists
199,https://fi.linkedin.com/jobs/view/senior-system-engineer-safe-positioning-system-at-u-blox-3725301964?refId=0P1IMG%2Bck323s%2B79OCPnIQ%3D%3D&trackingId=11HphI9nPvpImNUkrS%2FG6w%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card,"PhD or MS in geodesy, communication systems, computer science, electrical engineering, mathematics / applied mathematics, or equivalent education.
Sound standing knowledge and years of experience in GNSS technology and related technologies"
199,https://fi.linkedin.com/jobs/view/senior-system-engineer-safe-positioning-system-at-u-blox-3725301964?refId=0P1IMG%2Bck323s%2B79OCPnIQ%3D%3D&trackingId=11HphI9nPvpImNUkrS%2FG6w%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card,"Profound scientific and engineering skills
Knowledge in the following areas:"
199,https://fi.linkedin.com/jobs/view/senior-system-engineer-safe-positioning-system-at-u-blox-3725301964?refId=0P1IMG%2Bck323s%2B79OCPnIQ%3D%3D&trackingId=11HphI9nPvpImNUkrS%2FG6w%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card,Programming languages and tools:
199,https://fi.linkedin.com/jobs/view/senior-system-engineer-safe-positioning-system-at-u-blox-3725301964?refId=0P1IMG%2Bck323s%2B79OCPnIQ%3D%3D&trackingId=11HphI9nPvpImNUkrS%2FG6w%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card,"Ability to work as a member of bigger projects. Flexible team player.
Good communication skills (oral and in writing) in English and corresponding local language"
199,https://fi.linkedin.com/jobs/view/senior-system-engineer-safe-positioning-system-at-u-blox-3725301964?refId=0P1IMG%2Bck323s%2B79OCPnIQ%3D%3D&trackingId=11HphI9nPvpImNUkrS%2FG6w%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card,"AUTOSAR Adaptive Software Development
Systems Engineering or Requirements Engineering certification (e.g. IREB, INCOSE)
Automotive Development expertise
Experience in Jira/Agile Work Management (as developer)
Experience with Requirement tools as Jama, PTC, Doors, etc.
ASPICE or CMMI and Functional safety standards application
Experience on Analyzing Algorithms/Concepts according to ISO21448
Experience in test-driven design and continuous integration
Experience in working within a regulated industry"
199,https://fi.linkedin.com/jobs/view/senior-system-engineer-safe-positioning-system-at-u-blox-3725301964?refId=0P1IMG%2Bck323s%2B79OCPnIQ%3D%3D&trackingId=11HphI9nPvpImNUkrS%2FG6w%3D%3D&position=25&pageNum=7&trk=public_jobs_jserp-result_search-card,"A multicultural and international company with over 50 different nationalities.
Project-based activities working with colleagues distributed across the globe.
A start-up and innovation mindset while in the process of scaling-up processes and efficiencies.
Up to 40% remote work & flexible working hours.
Training and career growth opportunities.
Company long term incentive plan.
In Finland good basic benefits (commuting, lunch, sports&culture etc.).
Sport activities and Team events."
200,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-remote-product-house-at-jefferson-frank-3730331753?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=A4bAW0jzlGWyldBFYzEsvQ%3D%3D&position=1&pageNum=8&trk=public_jobs_jserp-result_search-card," Significant experience with TypeScript, Node.js development
 Experience with AWS services (API Gateway, AWS Lambda, Amazon Cognito, AWS CDK, AWS CloudFormation, AWS IAM, ELB, ECS, SQS, SNS, Kinesis, etc.)
 Knowledge in OAuth2.0, OpenID Connect, SSO in general
 Experience in Serverless architecture and development
 Node.js running in AWS Fargate
 RESTful API development experience
 Experience with Continuous Integration (CI) Jenkins (Jenkins Job DSL, Jenkins environment management), Test Automation (TA) and Test-driven Development (TDD), as well as related tools and framework"
200,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-remote-product-house-at-jefferson-frank-3730331753?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=A4bAW0jzlGWyldBFYzEsvQ%3D%3D&position=1&pageNum=8&trk=public_jobs_jserp-result_search-card," Experience in technical design and solution architecture
 Documentation skills
 Test automation and genuine interest / obsession to automate everything
 Security minded
 Experience with systems monitoring, performance optimisation, root cause analysis, and advanced troubleshooting
 Experience on operating large-scale systems with high data volumes
 Passion for quality and for creating exceptional user experiences"
200,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-remote-product-house-at-jefferson-frank-3730331753?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=A4bAW0jzlGWyldBFYzEsvQ%3D%3D&position=1&pageNum=8&trk=public_jobs_jserp-result_search-card," Monday morning breakfast for the company in the adjoining hotel.
 Mobile Phone
 Laptop of choice
 Culture vouchers
 Lunch vouchers
 Flexible hours with hybrid work model
 Conferences, training, books
 Opportunity to learn from highly skilled colleagues"
201,https://fi.linkedin.com/jobs/view/senior-software-engineer-maas-at-canonical-3724275874?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=0DitXisrSNXFsiuIbInSqw%3D%3D&position=2&pageNum=8&trk=public_jobs_jserp-result_search-card,"Develop MAAS core components and features to make MAAS the #1 bare metal cloud system. 
Shape the architecture of MAAS to make it simpler, faster and easier to use. 
Collaborate with other teams to ensure MAAS works well with other tools and is released on time. 
Contribute your improvements to our continuous integration environment, tests and practices, to maintain fast feedback and good test coverage. 
Contribute to documentation of current and existing features, making it world-class resource for Data Centre operators and users. 
Provide technical communication and collaboration with other teams where appropriate. 
Take personal ownership of problems and drive them to solutions. 
Travel internationally a few times a year to meet and collaborate with your and other teams. "
201,https://fi.linkedin.com/jobs/view/senior-software-engineer-maas-at-canonical-3724275874?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=0DitXisrSNXFsiuIbInSqw%3D%3D&position=2&pageNum=8&trk=public_jobs_jserp-result_search-card,"Solid track record of professional software development experience in Python, Go or similar. 
Capacity to learn quickly about new systems and techniques
Excellent logic, problem solving, and troubleshooting skills
Strong English language communication skills - both written and verbal
Experience with Linux server technologies, including but not limited to Virtualization (KVM), Containers (LXC), etc. 
You have a Bachelor's or equivalent in Computer Science, STEM or similar degree
Knowledge of network technologies, including PXE, DHCP, TFTP, DNS, NTP
Some experience with Baseboard Management Controllers and Protocols (Redfish, IPMI, AMT and others)
Strong experience with networking, storage technologies and Cloud hosting and infrastructure. 
Ideally, experience of large-scale physical server provisioning and automation, including rapid deployment, configuration, management and service orchestration. 
Familiarity with some of the open source development tools and methodologies used in creation of several Ubuntu projects (MAAS, Juju, Ubuntu Server, LXD, Ubuntu Core), such as Launchpad, Debian packaging tools (APT, dpkg) and snapcraft. "
202,https://fi.linkedin.com/jobs/view/senior-embedded-software-engineer-at-leap29-3703606353?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=x0WwX0KInED2WwpeRdH6LA%3D%3D&position=3&pageNum=8&trk=public_jobs_jserp-result_search-card," You are experienced with C++ and object-oriented programming
 Familiar with SW development for embedded HW
 Enjoy problem solving
 Focus on quality - keywords are continuous integration, testing and code reviews
 You are familiar with Qt Framework e.g. Qt/C++, QML, Qt modules and Qt Creator
 You have experience with embedded Linux, Yocto or U-Boot
 Can communicate effectively in English, both in writing and face-to-face"
202,https://fi.linkedin.com/jobs/view/senior-embedded-software-engineer-at-leap29-3703606353?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=x0WwX0KInED2WwpeRdH6LA%3D%3D&position=3&pageNum=8&trk=public_jobs_jserp-result_search-card," You have experience working on embedded software projects with or without an OS
 You know about software design and architecture
 You have experience with open-source communities and development"
203,https://fi.linkedin.com/jobs/view/principal-software-development-engineer-at-w%C3%A4rtsil%C3%A4-3679811590?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=TAwB2%2FtN7A1tjKHjxoW%2BUg%3D%3D&position=4&pageNum=8&trk=public_jobs_jserp-result_search-card,"Establish and maintain a shared development stream for migration and usage.
Investigate upcoming engine features and provide guidance on how best to use them.
Establish a shared Unreal Engine knowledge base.
Develop engine plugins to solve common developer workflow issues.
Provide guidance on project configuration/structure.
Mentor and foster the professional development of a small team while also being a significant individual contributor.
Partner with tech art to improve and maintain asset pipelines and build systems
Support of existing visual engine solution."
203,https://fi.linkedin.com/jobs/view/principal-software-development-engineer-at-w%C3%A4rtsil%C3%A4-3679811590?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=TAwB2%2FtN7A1tjKHjxoW%2BUg%3D%3D&position=4&pageNum=8&trk=public_jobs_jserp-result_search-card,"4+ years Unreal Engine experience.
Excellent C++ architecture, programming, optimization.
Proficient in any source control, debuggers, profilers and other software development tools (Git, Visual Studio, Unreal Insights and RenderDoc).
Good knowledge in Computer Science, Computer Engineering, or equivalent education or experience.
Team leading and problem solver skills."
203,https://fi.linkedin.com/jobs/view/principal-software-development-engineer-at-w%C3%A4rtsil%C3%A4-3679811590?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=TAwB2%2FtN7A1tjKHjxoW%2BUg%3D%3D&position=4&pageNum=8&trk=public_jobs_jserp-result_search-card,"Understanding of build systems, continuous integration, unit tests, automated functional tests, and testing frameworks.
Practical knowledge for DX12 API"
204,https://fi.linkedin.com/jobs/view/open-application-at-nigel-frank-international-3691884658?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=mdW7bQthed6lE6W1OGcW5A%3D%3D&position=5&pageNum=8&trk=public_jobs_jserp-result_search-card," Senior Data Architect
 Data Engineer
 BI Consultant - Qlik or Power BI
 Power Platform Expert
 Integration Developer
 Integration Architect
 Solution & Enterprise Architect
 Domain architect"
205,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732434874?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=mnr13zE4sw0ykX6ZUTLOvg%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card,"A highly motivated and proactive person
Autonomous with a can-do attitude
Experienced in working with both technical and non-technical people
Eager to learn new things
Open and respectful in your communication, as we foster a feedback culture
Able to give and receive feedback"
205,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732434874?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=mnr13zE4sw0ykX6ZUTLOvg%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card,"Cloud technologies and infrastructure - AWS and serverless technologies
REST & GraphQL API design & implementation
Designing relational database schemas
Python 3.9+, Python unit & integration testing
System integrations planning and implementation
Working with Github and Github Actions"
205,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732434874?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=mnr13zE4sw0ykX6ZUTLOvg%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card,"Previous experience in working in a startup environment
Experience in participating in user research - participating in interviews, demos, observations
Some experience in planning and implementing software architectures
Some experience in frontend development and test automation: React, TypeScript, Storybook, Robot Framework"
205,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732434874?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=mnr13zE4sw0ykX6ZUTLOvg%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card,"Eficode is a hub of bright minds working on groundbreaking projects.
We provide an environment that respects experience, nurtures talent, and encourages growth.
Open collaboration and clear communication are the cornerstones of our culture.
With our commitment to personal development, your growth never stops.
On top of your compensation, we offer fringe benefits that depend on your location.
Explore life in another country through our international presence."
205,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732434874?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=mnr13zE4sw0ykX6ZUTLOvg%3D%3D&position=6&pageNum=8&trk=public_jobs_jserp-result_search-card,"“We complete each other”: we believe in being who we are and learning from each other.
“We learn every day”: continuous learning is our source of innovation. Your role within Eficode can evolve and you will have the opportunity to shape your experience in the DevOps world as you like.
“We want to change the world”: we believe in change through software.
“We take pride in results”: our experience and expertise move our customers forward."
206,https://fi.linkedin.com/jobs/view/senior-data-analytics-consultant-at-dentsu-3719111946?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=FpS%2FpVzl6C%2FpHnl9qVxZdQ%3D%3D&position=7&pageNum=8&trk=public_jobs_jserp-result_search-card,"Support clients in solving their most complex challenges at the junction of marketing and data. Via presentations and workshops, you will inspire, challenge and coach executives and experts of marketing, media and data domains to change the way they think about data and marketing, and to transform the way they operate. 
You will manage the relationship at a strategic level with our key accounts (local and global leaders of various industries) and coordinate internally with our data team and other teams of dentsu to ensure seamless delivery of key projects. 
Via the delivery of your work, you actively contribute to the business growth and innovation of the data practice at dentsu. 
Develop our digital analytics and visualization offering together with the team. 
Coach, mentor and train other team members and dentsu colleagues from the other marketing expertise centers, and your counterparts on the client side. "
206,https://fi.linkedin.com/jobs/view/senior-data-analytics-consultant-at-dentsu-3719111946?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=FpS%2FpVzl6C%2FpHnl9qVxZdQ%3D%3D&position=7&pageNum=8&trk=public_jobs_jserp-result_search-card,"You are a natural problem solver. 
You are a Sharp business analyst, you can see and explain the big picture of data overlaying marketing and business models. 
You can present complex findings with simple stories and charts. 
You like to think, create and present business cases with smart and inspiring solutions. 
You are able to define, plan and manage complex data & analytics projects to meet the business case (measurement frameworks and dashboarding, customer research & journey analysis, segmentation and data activation, data and statistical modelling, marketing-mix modelling, etc.). 
You have experience in coaching people, designing and driving group workshops. 
You are credible in marketing data and analytics with several years of hands-on experience in Google Analytics, tag management, and data visualization tools. 
Have skills in web and tagging technologies, including JavaScript, HTML, and PHP. 
Communicate fluently in both Finnish and English. "
206,https://fi.linkedin.com/jobs/view/senior-data-analytics-consultant-at-dentsu-3719111946?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=FpS%2FpVzl6C%2FpHnl9qVxZdQ%3D%3D&position=7&pageNum=8&trk=public_jobs_jserp-result_search-card,"You’ll have the freedom and responsibility to work independently on your clients and projects. 
Collaboration and cooperation in projects with the Data team and other dentsu teams (130 people in Finland, and with over 70,000 globally) will allow you to grow competence in areas of interest such as consumer research, advanced analytics, machine learning and other fields of marketing analytics. 
You are encouraged to continually develop your skills, for example by means of internal training programs, seminars and online courses. 
At dentsu Finland you will work with amazing colleagues in an inspiring, digitally minded and flexible atmosphere. We have the privilege of working with the biggest advertisers and well-known brands both locally and globally. "
207,https://fi.linkedin.com/jobs/view/c%2B%2B-graphics-and-windowing-system-software-engineer-mir-at-canonical-3683894993?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=a5h7B8rDsh3JP57ImlvBVA%3D%3D&position=8&pageNum=8&trk=public_jobs_jserp-result_search-card,"Design and implement features across the Mir stack
Assist in debugging, tracking down and fixing issues
Improve tests and performance benchmarks to catch issues early
Create documentation to enhance the developer experience
Engage with the open source community and commercial partners
Collaborate proactively with a distributed team"
207,https://fi.linkedin.com/jobs/view/c%2B%2B-graphics-and-windowing-system-software-engineer-mir-at-canonical-3683894993?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=a5h7B8rDsh3JP57ImlvBVA%3D%3D&position=8&pageNum=8&trk=public_jobs_jserp-result_search-card,"You have excellent, modern C++ programming taste
You have a rigorous approach to software design, development and testing
You have a solid understanding of asynchronous programming and concurrency patterns
You have strong written and verbal communication skills to document and present software developed
You are productive collaborating remotely and are highly motivated and organized
You are familiar with Linux as a development and deployment platform
You have proven ability to consistently deliver robust code to production
Bachelor's or equivalent in Computer Science, STEM or similar degree"
207,https://fi.linkedin.com/jobs/view/c%2B%2B-graphics-and-windowing-system-software-engineer-mir-at-canonical-3683894993?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=a5h7B8rDsh3JP57ImlvBVA%3D%3D&position=8&pageNum=8&trk=public_jobs_jserp-result_search-card,"Experience with the Wayland protocol ecosystem and compositors
Familiarity with a range of Linux Desktop Environments
Familiarity with OpenGL, Vulkan, and other graphics and animation frameworks
You have experience developing and deploying on a Ubuntu/Debian system"
208,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732433962?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=%2FB3RZymK5XKorEuzasha7g%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card,"A highly motivated and proactive person
Autonomous with a can-do attitude
Experienced in working with both technical and non-technical people
Eager to learn new things
Open and respectful in your communication, as we foster a feedback culture
Able to give and receive feedback"
208,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732433962?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=%2FB3RZymK5XKorEuzasha7g%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card,"Cloud technologies and infrastructure - AWS and serverless technologies
REST & GraphQL API design & implementation
Designing relational database schemas
Python 3.9+, Python unit & integration testing
System integrations planning and implementation
Working with Github and Github Actions"
208,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732433962?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=%2FB3RZymK5XKorEuzasha7g%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card,"Previous experience in working in a startup environment
Experience in participating in user research - participating in interviews, demos, observations
Some experience in planning and implementing software architectures
Some experience in frontend development and test automation: React, TypeScript, Storybook, Robot Framework"
208,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732433962?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=%2FB3RZymK5XKorEuzasha7g%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card,"Eficode is a hub of bright minds working on groundbreaking projects.
We provide an environment that respects experience, nurtures talent, and encourages growth.
Open collaboration and clear communication are the cornerstones of our culture.
With our commitment to personal development, your growth never stops.
On top of your compensation, we offer fringe benefits that depend on your location.
Explore life in another country through our international presence."
208,https://fi.linkedin.com/jobs/view/experienced-software-engineer-for-our-r-d-team-at-eficode-3732433962?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=%2FB3RZymK5XKorEuzasha7g%3D%3D&position=9&pageNum=8&trk=public_jobs_jserp-result_search-card,"“We complete each other”: we believe in being who we are and learning from each other.
“We learn every day”: continuous learning is our source of innovation. Your role within Eficode can evolve and you will have the opportunity to shape your experience in the DevOps world as you like.
“We want to change the world”: we believe in change through software.
“We take pride in results”: our experience and expertise move our customers forward."
209,https://fi.linkedin.com/jobs/view/software-engineer-%E2%80%93-dependable-networks-m-f-d-at-tttech-3669805539?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=u6j0Wk4HOTQYRf01lHLpeA%3D%3D&position=10&pageNum=8&trk=public_jobs_jserp-result_search-card,"Development of Linux Kernel drivers, GUI, user space stacks and network management functionalities
Requirements as well as problem analysis and troubleshooting to develop the right software solutions
Responsible for the execution of the software unit testing
Supporting the product management and the sales team as a technical expert
Communication and technical exchange with involved internal and external stakeholders"
209,https://fi.linkedin.com/jobs/view/software-engineer-%E2%80%93-dependable-networks-m-f-d-at-tttech-3669805539?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=u6j0Wk4HOTQYRf01lHLpeA%3D%3D&position=10&pageNum=8&trk=public_jobs_jserp-result_search-card,"Experience with programming languages like C/C++/RUST/Javascript and operating systems such as Linux/VxWorks/FreeRTOS
Ideally solid understanding of Ethernet networks (protocols, routing, switching, standards)
Possibly experience or interest in Windows drivers, SaaS and team leading
Proactive and independent way of working, combined with a hands-on mentality and the ability to adapt to changing project requirements and environments
Openness and good communication skills
Very good command of English language"
209,https://fi.linkedin.com/jobs/view/software-engineer-%E2%80%93-dependable-networks-m-f-d-at-tttech-3669805539?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=u6j0Wk4HOTQYRf01lHLpeA%3D%3D&position=10&pageNum=8&trk=public_jobs_jserp-result_search-card,"Exciting work environment – be part of future high-tech innovations and cutting-edge technologies
We are a team – flat hierarchies, open door policy, communication at eye level and hands-on mentality
Technical expertise – work among fellow experts and minds that will inspire you
Diversity & equal opportunities ­– our team consists of people from over 60 countries, speaking 100 different languages. Diversity and inclusion are in our DNA
Trust & responsibility – turn your ideas into reality from day one and have a real impact on megatrends shaping the future"
210,https://fi.linkedin.com/jobs/view/senior-software-engineer-embedded-desktop-linux-optimisation-at-canonical-3683893661?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=QZ2b32WIJRGUukEuFUP7lg%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card,"Design and implement the best Ubuntu integration for the latest IoT and server-class hardware platforms and software stacks
Work with partners to deliver a delightful, optimised, first class Ubuntu experience on their platforms
Take a holistic approach to the Ubuntu experience on partner platforms with inputs on technical plans, testing strategy, quality metrics
Participate as technical lead on complex customer engagements involving complete system architectures from cloud to edge
Help our customers integrate their apps, SDKs, build device OS images, optimize applications with Ubuntu Core, Desktop and Server
Work with the most advanced operating systems and application technologies available in the enterprise world. "
210,https://fi.linkedin.com/jobs/view/senior-software-engineer-embedded-desktop-linux-optimisation-at-canonical-3683893661?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=QZ2b32WIJRGUukEuFUP7lg%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card,"You love technology and working with brilliant people
You have a Bachelor's degree in Computer Science, STEM or similar 
You have experience with Linux packaging (Debian, RPM, Yocto)
You have experience working with open source communities and licences
You have experience working with C, C++
You can work in a globally distributed team through self-discipline and self-motivation. "
210,https://fi.linkedin.com/jobs/view/senior-software-engineer-embedded-desktop-linux-optimisation-at-canonical-3683893661?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=QZ2b32WIJRGUukEuFUP7lg%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card,"Experience with graphics stacks
Good understanding of networking - TCP/IP, DHCP, HTTP/REST
Basic understanding of security best practices in IoT or server environments
Good communication skills, ideally public speaking experience
IoT / Embedded experience – from board and SoC, BMCs, bootloaders and firmware to OS, through apps and services
Some experience with Docker/OCI containers/K8s"
210,https://fi.linkedin.com/jobs/view/senior-software-engineer-embedded-desktop-linux-optimisation-at-canonical-3683893661?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=QZ2b32WIJRGUukEuFUP7lg%3D%3D&position=11&pageNum=8&trk=public_jobs_jserp-result_search-card,"Learning and development opportunities
Annual compensation review
Recognition rewards
Annual leave
Priority Pass for travel"
211,https://fi.linkedin.com/jobs/view/embedded-software-development-tools-testing-support-engineer-at-unikie-3695421857?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=E%2FAGiymMnubcVo7eX8p77Q%3D%3D&position=12&pageNum=8&trk=public_jobs_jserp-result_search-card,"To remain on top of latest guidelines, tools, and test protocols for the CI of targeted decides.
Build the latest code base for targeted device, to flash the firmware.
Verify the image is a good one, and if not to isolate the problem.
Reproduce and follow-up on testing issues reported by the CI progress."
211,https://fi.linkedin.com/jobs/view/embedded-software-development-tools-testing-support-engineer-at-unikie-3695421857?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=E%2FAGiymMnubcVo7eX8p77Q%3D%3D&position=12&pageNum=8&trk=public_jobs_jserp-result_search-card,"3+ years of experience in relevant field
Experience with methods and tools for embedded software platform deployment and testing, this experience might be from modified Android or Linux-based platform development, or application development on comparable embedded OS.
Interest in experimenting with new (to the project team) tools and to share the learnings with the goal to make the entire project team more productive.
Embedded software testing (not the processes, but actually doing the testing) and reporting the results."
211,https://fi.linkedin.com/jobs/view/embedded-software-development-tools-testing-support-engineer-at-unikie-3695421857?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=E%2FAGiymMnubcVo7eX8p77Q%3D%3D&position=12&pageNum=8&trk=public_jobs_jserp-result_search-card," Build new solutions for our customers and work with cutting edge technologies 
 Collaborate along with colleagues who are the top in their field and together with our customers to strive for understanding what they need 
 Develop and challenge yourself and learn more from experienced software talents 
 Work with modern technologies and be involved to solve complex difficult challenges our customers might be facing 
 Have an excellent compensation for your work 
 Work in a global environment that develops modern, secure solutions for pioneers in their field 
 Work in a flexible low-hierarchy organization that looks after its own 
 In addition to our customer deliveries, we focus on our own R&D, where you can bring your own expertise to if you want to "
212,https://fi.linkedin.com/jobs/view/clinical-system-verification-engineer-at-varian-3730877590?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=N2UyklrZ8yVrGbD8AL%2FfHQ%3D%3D&position=13&pageNum=8&trk=public_jobs_jserp-result_search-card,"Plan, execute and coordinate system verification activities to verify medical software for Treatment Planning and Management System and its interfaces, developed by Varian or 3rd party providers
Design and execute test scenarios and test cases, to verify interoperability between treatment planning) and treatment delivery systems by using virtual, simulated or cloud system as well as physical software and hardware in the test lab.
Define test environment requirements based on the system verification scope, order and reserve virtual (software, simulated system) as well as physical (test lab, treatment machines) test environments as preparation for the actual verification activity.
Create, track, retest and close defects or issues based on failed test execution and during explorative testing.
Make recommendations for software releases.
Use Application Development Lifecycle Management (ADLM) tool (Microsoft Azure DevOps Server) for release, test case and issue management by adhering to the according work instruction and guidelines.
Improve existing test case library by using industry standard test methods according ISTQB.
Organize and improve team task and backlog using scrum as agile framework.
Collaboration with local and international teams (some travel will be required)."
212,https://fi.linkedin.com/jobs/view/clinical-system-verification-engineer-at-varian-3730877590?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=N2UyklrZ8yVrGbD8AL%2FfHQ%3D%3D&position=13&pageNum=8&trk=public_jobs_jserp-result_search-card,"Bachelor’s Degree in Radiation Therapy, Medical Physics, Computer Science or comparable technical education.
Strong clinical background or working experience in a clinic (preferably in radiotherapy) preferred.
Experience in software testing of complex systems.
Experience in medical device industry or another regulated environment preferred.
Familiar with software installation process on Windows and Citrix Systems.
Tester certification (ISTQB/SAQ Certified Tester) is a plus.
Excellent interpersonal skills and fluent English, both in written and spoken.
Organized and goal oriented with ability to prioritize workload.
Strong team player with an international mindset."
212,https://fi.linkedin.com/jobs/view/clinical-system-verification-engineer-at-varian-3730877590?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=N2UyklrZ8yVrGbD8AL%2FfHQ%3D%3D&position=13&pageNum=8&trk=public_jobs_jserp-result_search-card,"Inspiring work atmosphere with supporting work community
Meaningful work with the medical domain
Continuous learning and personal growth possibilities
International and cross-cultural working environment
Newly opened modern office located in the downtown of Helsinki"
213,https://fi.linkedin.com/jobs/view/senior-software-engineer-java-cloud-solutions-at-accedo-tv-3725940448?refId=%2BbMjSmD8Ii7vaey1UIFbNw%3D%3D&trackingId=soGn%2BvpNfovHj7DGgBYSeQ%3D%3D&position=14&pageNum=8&trk=public_jobs_jserp-result_search-card,"Deep knowledge of Java and Java-related technologies
Experience building secure and reliable high-concurrency systems with very strict high-availability and low-latency requirements
Experience building systems running on top of AWS and utilizing a variety of cloud resources
Solid application performance tuning experience
Strong system / service development experience
Solid understanding of engineering methodologies, practices, and tools
Experience with a wide variety of back-end technologies, databases, and architecture, including their benefits and trade-offs
Experience integrating open source and 3rd party APIs and libraries
Ability to communicate clearly with technical and non-technical teammates
Proven experience with live debugging and incident resolution"
