,link,parsed_lists
34,https://fi.linkedin.com/jobs/view/ssis-azure-data-engineer-at-nigel-frank-international-3677220545?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=bT3nexanWasrD%2BN1QOmfZw%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card," Azure, SSIS, Data Warehousing, Data Engineering, Azure Data Factory, Azure SQL, Strong ETL Knowledge, Power BI Reporting experience desired.
 Finnish speaking is a MUST."
34,https://fi.linkedin.com/jobs/view/ssis-azure-data-engineer-at-nigel-frank-international-3677220545?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=bT3nexanWasrD%2BN1QOmfZw%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card," Paid certifications
 Training and development plan
 Insurances
 Health-care
 Vouchers
 IT equipment
 Fully remote flexibility (Must be based in Finland still)"
35,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-espoo-at-nigel-frank-international-3677221503?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=TGviQRdcl5AxHkuWbtUpeg%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card," Design and implement data pipelines and workflows using Azure Data Factory
 Develop and maintain data ingestion, transformation, and storage processes
 Build and manage data lakes and data warehouses on Azure
 Create and maintain data models
 Monitor and optimize data solutions for performance and scalability"
35,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-espoo-at-nigel-frank-international-3677221503?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=TGviQRdcl5AxHkuWbtUpeg%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card," Proficiency in Azure Data Factory and Azure data services
 Strong understanding of data engineering concepts, including data ingestion, transformation, and storage
 Experience with data modeling and schema design
 Proficiency in SQL and ETL processes
 Familiarity with data lakes and data warehouses on Azure, such as Azure Synapse Analytics or Azure Data Lake Storage
 Experience with data integration and data migration projects"
35,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-espoo-at-nigel-frank-international-3677221503?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=TGviQRdcl5AxHkuWbtUpeg%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card," Azure certifications, such as Azure Data Engineer Associate or Azure Administrator Associate
 Experience with big data technologies like Apache Spark or Hadoop
 Knowledge of data visualization tools like Power BI or Tableau"
36,https://fi.linkedin.com/jobs/view/senior-data-engineer-data-platform-at-supercell-3729508409?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=hxTYpO7n2JGynOT2cY4ZOg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,"Own and improve the infrastructure for data collection, storage and processing
Proactively suggest and implement improvements that increase scalability, robustness and availability of data systems
Participate in 24/7 on-call to maintain batch and real-time data infrastructure
Improve tooling used by data engineers and data analysts to manipulate and access data
Drive company-wide initiatives that advance the data architecture
Own data governance, quality and privacy
Together with the rest of the team, develop vision and strategy for data engineering practices"
36,https://fi.linkedin.com/jobs/view/senior-data-engineer-data-platform-at-supercell-3729508409?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=hxTYpO7n2JGynOT2cY4ZOg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,"5+ years of experience in designing, developing and maintaining data infrastructure
Expert knowledge of SQL and programming languages (Java or Python)
Strong devops oriented mindset
Track record of maintaining large scale ETL processes
Experience with AWS data stack
Familiarity with large scale data warehouse technologies (Databricks, Spark, Spark Streaming, Delta)
Knowledge of build, deployment and orchestration tools (Jenkins, Terraform, Airflow)
Ability to innovate and work independently"
37,https://fi.linkedin.com/jobs/view/azure-data-engineers-at-nigel-frank-international-3723949212?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=QKkHN3NOfQl9rJ26ldUJpA%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card," Work Full-stack with Azure technologies such as Power BI and Azure Data Factory.
 Design, implement and improve the client's data analytics solutions for their customers.
 You are involved in the whole process of projects from the design stage to the implementation stage.
 You work as part of a team building modern data platforms and data pipes in Microsoft Azure cloud environments."
37,https://fi.linkedin.com/jobs/view/azure-data-engineers-at-nigel-frank-international-3723949212?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=QKkHN3NOfQl9rJ26ldUJpA%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card," You have a few years of experience in data warehousing (e.g. ETL) or integrations, and especially in Microsoft SQL Server databases.
 In addition to technical skills, the clients expects you to have experience in teamwork in the customer interface and the ability to promote development work independently.
 They value the experience of Azure, Microsoft on-premises analytics solutions and Master Data Management,
 The desire to learn and develop into a top-class Azure expert.
 Fluency in Finnish & English"
37,https://fi.linkedin.com/jobs/view/azure-data-engineers-at-nigel-frank-international-3723949212?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=QKkHN3NOfQl9rJ26ldUJpA%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card," Excellent salary & benefits package
 They have built a quality senior team, sourcing only the best talent across Finland to ensure a high quality output
 Always work in project teams, no fire fighting
 Completely Azure based projects in the private sector
 Outsourced boring maintenance work to ensure colleagues work on only the most interesting and effective tasks"
38,https://fi.linkedin.com/jobs/view/data-engineers-at-solita-3646894739?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=Ne4H0bJhdkBMHevhvyjQaA%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,"Almost all of our new data projects are done in the cloud. Our options are AWS, Azure and Google Cloud.
Databases create the basis for all data creation. We mostly work with databases that use SQL.
Python and other programming languages are actively used, for example, in the construction of data pipes. If you know how to program, you have more options when it comes to our client projects.
We want to use modern modelling methods such as Data Vault 2.0."
38,https://fi.linkedin.com/jobs/view/data-engineers-at-solita-3646894739?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=Ne4H0bJhdkBMHevhvyjQaA%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,"Opportunities to develop your skills in everyday project work, as well as support in developing your own career path, for example from one role to another (eg. from Data Engineer to Data Architect)
Help and sparring from Connected Data community consisting of more than 500 data professionals internationally
A caring culture that promotes a sense of community
Teamwork – in projects we always work as a team, not alone
Appropriate workload so that there is time for other important things in life than work too
Freedom and responsibility – you can do your work wherever you want (at our offices, remotely in Finland, sometimes also at the customer's premises)"
38,https://fi.linkedin.com/jobs/view/data-engineers-at-solita-3646894739?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=Ne4H0bJhdkBMHevhvyjQaA%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card,"Caring: Our culture has been created in a way that you can easily get support in difficult situations from the entire work community, not just from your own project team
Easy-going: Even though we are already quite a large company, the atmosphere is cosy and relaxed, and the hierarchy is low.
Courage: We build genuine partnerships with our customers. This sometimes requires courage to disagree with the customer and say it out loud as well.
Passion: At Solita, work is done with great passion, but having fun at the same time. We pride ourselves on the quality of our work."
39,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641761747?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=2db%2FCdGh1qkpFp1BJpE7iQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,"Lifelong learning with continuous reflection. 
Independent thinking through a meritocracy of ideas. 
The team is more important than the individual
Being the best in any market we enter. 
Hiring and keeping only the most effective people. 
Others must benefit from our existence. "
39,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641761747?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=2db%2FCdGh1qkpFp1BJpE7iQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,"A full-time position on our Tech team
Committed and remarkably talented colleagues
Highly competitive compensation dependent on performance
An exciting, challenging and fulfilling career
An opportunity to work on new things from scratch and make independent decisions. 
Investment in your development to ensure that you always remain the best in business
Equity participation for strong contributors, ensuring our interests are all aligned long term"
39,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641761747?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=2db%2FCdGh1qkpFp1BJpE7iQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,"Be a key contributor to tech projects critical for commercial operations
Write software applications and programs for backend/frontend purposes
Analyse programs and apps to improve their features and functionalities in collaboration with the commercial teams
Test & debug programs and fix any reported bugs
Uphold and live our cultural values"
39,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641761747?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=2db%2FCdGh1qkpFp1BJpE7iQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,"BS/BE in Computer Science/Computer Engineering or related field
Programming skills in Python language
Familiarity & Knowledge in front-end technologies such as HTML5, CSS, JQuery, JS, etc
Strong knowledge of REST APIs and webservices
Strong knowledge of Relational Databases (MySQL, PostgreSQL, SQL Server) and SQL language
Strong problem-solving and analytical skills
Resilience and a determination to succeed
Passionate, self-motivated, and fast learner"
39,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641761747?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=2db%2FCdGh1qkpFp1BJpE7iQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,"Knowledge of at least one popular Python framework (like Django, Flask)
Programming skills in Java
Knowledge of NoSQL databases
Knowledge of AWS
Knowledge of data visualization tools, mainly Tableau"
40,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-helsinki-at-nigel-frank-international-3729933092?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=NovEuxMApRimUiP2XqeqgQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card," Design and implement data pipelines and workflows using Azure Data Factory
 Develop and maintain data ingestion, transformation, and storage processes
 Build and manage data lakes and data warehouses on Azure
 Create and maintain data models
 Monitor and optimize data solutions for performance and scalability"
40,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-helsinki-at-nigel-frank-international-3729933092?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=NovEuxMApRimUiP2XqeqgQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card," Proficiency in Azure Data Factory and Azure data services
 Strong understanding of data engineering concepts, including data ingestion, transformation, and storage
 Experience with data modeling and schema design
 Proficiency in SQL and ETL processes
 Familiarity with data lakes and data warehouses on Azure, such as Azure Synapse Analytics or Azure Data Lake Storage
 Experience with data integration and data migration projects"
40,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-helsinki-at-nigel-frank-international-3729933092?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=NovEuxMApRimUiP2XqeqgQ%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card," Azure certifications, such as Azure Data Engineer Associate or Azure Administrator Associate
 Experience with big data technologies like Apache Spark or Hadoop
 Knowledge of data visualization tools like Power BI or Tableau"
41,https://fi.linkedin.com/jobs/view/senior-data-engineer-at-fellowmind-3651318328?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=K7RJlMoyo%2FKL533DNSnWSQ%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card,
42,https://fi.linkedin.com/jobs/view/senior-data-engineer-at-jefferson-frank-3706737756?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=fWTdG7Pk64w8UHGWEXlaHQ%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card," Professional SW development experience in data-driven solutions and data analytics related to health and social care
 Hands-on experience in working with data processing, data modeling, data integrations and data storing
 Cloud-computing infrastructure experience
 SW development skills in Java, Python, Scala, SQL, NoSQL, Kubernetes, Node.js, React.js, TypeScript etc.
 Knowledge of big data related technologies like Databricks/Azure Synapse, Apache Spark and Kafka
 Experience in Microsoft Azure and related technologies like IoT Hub, Data Factory, Azure Functions, Azure API Management, and Azure Machine Learning Services
 Passion to continuously learn new things and aim higher
 Passion to build great products and solve complex customer problems
 Confidence to take responsibility, honesty and openness as a member of a team"
42,https://fi.linkedin.com/jobs/view/senior-data-engineer-at-jefferson-frank-3706737756?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=fWTdG7Pk64w8UHGWEXlaHQ%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card," An exciting career path with personal and professional development opportunities
 Wide range of learning events and learning communities to participate
 Possibilities for certifications
 Possibilities for internal rotation
 Wide network of experts
 Rich customer and project base
 Hybrid ways of working
 Flexible working times
 Lunch, well-being, culture, and commuting benefit
 Work devices e.g., laptop, phone
 Healthcare services"
43,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641766276?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=BGyLYzjGYqD%2FoiMkHuOHHQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,"Lifelong learning with continuous reflection. 
Independent thinking through a meritocracy of ideas. 
The team is more important than the individual
Being the best in any market we enter. 
Hiring and keeping only the most effective people. 
Others must benefit from our existence. "
43,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641766276?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=BGyLYzjGYqD%2FoiMkHuOHHQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,"A full-time position on our Tech team
Committed and remarkably talented colleagues
Highly competitive compensation dependent on performance
An exciting, challenging and fulfilling career
An opportunity to work on new things from scratch and make independent decisions. 
Investment in your development to ensure that you always remain the best in business
Equity participation for strong contributors, ensuring our interests are all aligned long term"
43,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641766276?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=BGyLYzjGYqD%2FoiMkHuOHHQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,"Be a key contributor to tech projects critical for commercial operations
Write software applications and programs for backend/frontend purposes
Analyse programs and apps to improve their features and functionalities in collaboration with the commercial teams
Test & debug programs and fix any reported bugs
Uphold and live our cultural values"
43,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641766276?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=BGyLYzjGYqD%2FoiMkHuOHHQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,"BS/BE in Computer Science/Computer Engineering or related field
Programming skills in Python language
Familiarity & Knowledge in front-end technologies such as HTML5, CSS, JQuery, JS, etc
Strong knowledge of REST APIs and webservices
Strong knowledge of Relational Databases (MySQL, PostgreSQL, SQL Server) and SQL language
Strong problem-solving and analytical skills
Resilience and a determination to succeed
Passionate, self-motivated, and fast learner"
43,https://fi.linkedin.com/jobs/view/graduate-software-engineer-dubai-uae-at-cobblestone-energy-3641766276?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=BGyLYzjGYqD%2FoiMkHuOHHQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,"Knowledge of at least one popular Python framework (like Django, Flask)
Programming skills in Java
Knowledge of NoSQL databases
Knowledge of AWS
Knowledge of data visualization tools, mainly Tableau"
44,https://fi.linkedin.com/jobs/view/azure-data-engineer-at-cloud1-oy-3684400225?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=QzrJZUyz50MGGVYVaetQGQ%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,"Tietovarastojen ja data-alustojen suunnittelu ja toteutus Azure-pilvessä
Datan integrointi eri järjestelmistä Azureen
Analytiikkaratkaisujen suunnittelu ja toteutus Azure-pilvessä
Datamallinnuksen suunnittelu ja toteutus
Tietoturvallisuuden varmistaminen datan käsittelyssä
Tiimityöskentely asiakkaiden ja muiden sidosryhmien kanssa"
45,https://fi.linkedin.com/jobs/view/mlops-data-engineer-helsinki-up-to-6500%E2%82%AC-pm-%2B-stocks-at-jefferson-frank-3712002168?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=E1ucMq8NAkgJQtpciozcxg%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card," You will take strong ownership of their data, ML pipelines, and infra.
 You will be an individual contributor from the start of the data pipelines and machine learning productization.
 As you become more settled into the role, you will effectively lead a project coordinate technical work across the whole application stack, and effectively communicate with the product team"
45,https://fi.linkedin.com/jobs/view/mlops-data-engineer-helsinki-up-to-6500%E2%82%AC-pm-%2B-stocks-at-jefferson-frank-3712002168?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=E1ucMq8NAkgJQtpciozcxg%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card," Technical experience: Python, SQL, AWS, and pulumi.
 Great communication skills both with technical and non-technical stakeholders
 Experience from at least two projects setting up data and/or machine learning infrastructure.
 High level of ambition, interest in growing professionally, and advancing career."
46,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-helsinki-at-nigel-frank-international-3677221496?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=JiHSRFU054gQ0oVDTs8LVQ%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card," Design and implement data pipelines and workflows using Azure Data Factory
 Develop and maintain data ingestion, transformation, and storage processes
 Build and manage data lakes and data warehouses on Azure
 Create and maintain data models
 Monitor and optimize data solutions for performance and scalability"
46,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-helsinki-at-nigel-frank-international-3677221496?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=JiHSRFU054gQ0oVDTs8LVQ%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card," Proficiency in Azure Data Factory and Azure data services
 Strong understanding of data engineering concepts, including data ingestion, transformation, and storage
 Experience with data modeling and schema design
 Proficiency in SQL and ETL processes
 Familiarity with data lakes and data warehouses on Azure, such as Azure Synapse Analytics or Azure Data Lake Storage
 Experience with data integration and data migration projects"
46,https://fi.linkedin.com/jobs/view/azure-data-engineer-freelance-helsinki-at-nigel-frank-international-3677221496?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=JiHSRFU054gQ0oVDTs8LVQ%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card," Azure certifications, such as Azure Data Engineer Associate or Azure Administrator Associate
 Experience with big data technologies like Apache Spark or Hadoop
 Knowledge of data visualization tools like Power BI or Tableau"
47,https://fi.linkedin.com/jobs/view/azure-data-engineer-at-innofactor-3674966425?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=XzmF%2FTFT3rARwj2F2N0q2g%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,"työyhteisön, jossa sinulla on mahdollisuus kehittyä yhdessä mahtavien asiakkaidemme ja osaavien kollegoiden kanssa
mahdollisuuden syventyä Microsoft-teknologioihin kouluttautumisen ja sertifiointien avulla
mielenkiintoisia ja haastavia projekteja Microsoftin uusimmilla teknologioilla ja vaihtelevilla projektihallintamenetelmillä
kilpailukykyisen palkitsemisjärjestelmän
joustavat työaikajärjestelyt sekä monipuoliset, työnantajan tukemat harrastusmahdollisuudet ja yhteiset tapahtumat
mukavia työtovereita ja vauhdikkaan ilmapiirin, jossa työtä tehdään tiiviisti yhdessä pilke silmäkulmassa, rautaisella ammattitaidolla"
48,https://fi.linkedin.com/jobs/view/lead-data-platform-engineer-at-iceye-3661629050?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=p5upNJvATzH9dmnhF2%2BIsw%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,"Creating an architecture/design that allows scaling out data pipelines capabilities to multiple teams and sub-organizations.
Participating in technology evaluation and tool selection together with your team.
Collaborating with business stakeholders and engineering peers to capture requirements and translate them into actionable insights.
Establishing guides and instructions for utilizing dashboards and interfaces offered by the data engineering team.
Foster a culture of data collaboration and knowledge sharing among team members and stakeholders."
48,https://fi.linkedin.com/jobs/view/lead-data-platform-engineer-at-iceye-3661629050?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=p5upNJvATzH9dmnhF2%2BIsw%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,"Demonstrated skills with data infrastructure all the way from day 0 to day 2 operations.
Data driven mindset and knowledge of data visualization types and methods.
Good understanding of the pros/cons of data transfer options such as ETL, push/pull and event trigger models and when to use which.
Hands-on experience on building efficient data pipelines.
People leadership skills and demonstrated ability to hire as well as coach a team.
Experience in working with cloud platforms and microservices."
48,https://fi.linkedin.com/jobs/view/lead-data-platform-engineer-at-iceye-3661629050?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=p5upNJvATzH9dmnhF2%2BIsw%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Occupational healthcare, occupational and private insurance
A yearly benefit budget to spend as you wish (i.e. on sport, transport, wellness, lunch, etc.)
Relocation support (i.e. flight tickets, accommodation, relocation buddy program)
Time for self-development, research, training, conferences, or certification schemes
Inspiring and collaborating offices and silent workspaces enabling you to focus
Regular internal events for employees (e.g. sports events, team-building events, parties, etc.)
A wide variety of best coffee, tea, snacks, and sweets to accompany your daily space mission"
49,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=iuQqGsrAqsvOCA2QeNeBRg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card," Start contributing as an individual contributor from the start (second/third week of work) on data pipelines and machine learning productization.
 Have an understanding of the company's business domain and application-specific features after 4 months working at the company.
 Being able to effectively lead a project and coordinate technical work across the whole application stack and effectively communicate with the product team after 6 months with the company."
49,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=iuQqGsrAqsvOCA2QeNeBRg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card," Python
 SQL
 AWS
 pulumi"
49,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=iuQqGsrAqsvOCA2QeNeBRg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card," Great communication skills both with technical and non-technical stakeholders
 Experience from at least two projects setting up data and / or machine learning infrastructure"
49,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=Hm8DLxXCNns63W38rCmU4Q%3D%3D&trackingId=iuQqGsrAqsvOCA2QeNeBRg%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card," Getting things done, looking for a way, not excuses. Willing to go the extra mile when needed.
 High level of ambition, interest in growing professionally, and advancing career.
 Self-leadership: ability to make choices about what to work on, and distinguish between when to move fast vs. when to be diligent.
 Holistic thinker - he/she looks for the bigger picture and strives to understand what their customers and company business need."
50,https://fi.linkedin.com/jobs/view/software-engineer-at-sasken-finland-oy-3729061858?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=VqqK7%2BN8Qem1s%2B6IVJXSQA%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,"design, coding, testing, bug fixing, documentation and technical support in the assigned area.
on time delivery while adhering to quality and productivity goals.
adhering to guidelines and checklists for all deliverable reviews, sending status report to team lead and following relevant organizational processes.
for customer collaboration and interactions and support to customer queries. Expected to enhance technical capabilities by attending trainings, self-study and periodic technical assessments. Expected to participate in technical initiatives related to project and organization and deliver training as per plan and quality."
50,https://fi.linkedin.com/jobs/view/software-engineer-at-sasken-finland-oy-3729061858?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=VqqK7%2BN8Qem1s%2B6IVJXSQA%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,"C++, Objective-C
Lua, shell scripiting
Familiar with Linux, Unix or MacOS environment
Willingness to travel globally and work short times abroad, even some exotic places like Vietnam, Philippines, Malaysia, etc.
Senior level requires proven track record on daily working on multicultural environment and additionally understanding on production and device manufacturing, test automation for production and familiarity on factory environments."
50,https://fi.linkedin.com/jobs/view/software-engineer-at-sasken-finland-oy-3729061858?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=VqqK7%2BN8Qem1s%2B6IVJXSQA%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,Kindly note Sasken Finland does not provide relocation activities.
51,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=9eglxmnHQHHpYx8KosuHUw%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card," Start contributing as an individual contributor from the start (second/third week of work) on data pipelines and machine learning productization.
 Have an understanding of the company's business domain and application-specific features after 4 months working at the company.
 Being able to effectively lead a project and coordinate technical work across the whole application stack and effectively communicate with the product team after 6 months with the company."
51,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=9eglxmnHQHHpYx8KosuHUw%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card," Python
 SQL
 AWS
 pulumi"
51,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=9eglxmnHQHHpYx8KosuHUw%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card," Great communication skills both with technical and non-technical stakeholders
 Experience from at least two projects setting up data and / or machine learning infrastructure"
51,https://fi.linkedin.com/jobs/view/senior-mlops-data-engineer-up-to-%E2%82%AC7-000-helsinki-at-jefferson-frank-3712665053?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=9eglxmnHQHHpYx8KosuHUw%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card," Getting things done, looking for a way, not excuses. Willing to go the extra mile when needed.
 High level of ambition, interest in growing professionally, and advancing career.
 Self-leadership: ability to make choices about what to work on, and distinguish between when to move fast vs. when to be diligent.
 Holistic thinker - he/she looks for the bigger picture and strives to understand what their customers and company business need."
52,https://fi.linkedin.com/jobs/view/azure-data-engineer-at-nigel-frank-international-3724852815?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=AEA%2BmzfivaLjzCl%2FmnbonQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card," Work Full-stack with Azure technologies such as Power BI and Azure Data Factory.
 Design, implement and improve the client's data analytics solutions for their customers.
 You are involved in the whole process of projects from the design stage to the implementation stage.
 You work as part of a team building modern data platforms and data pipes in Microsoft Azure cloud environments."
